personnel_id,age,deployment_days,daily_duty_hours,night_duties,leave_days,days_since_last_leave,transfer_frequency,training_days,workload_7_days,workload_30_days,sleep_hours,wellness_score,self_reported_stress,stress_risk
660,29,168,6.31,0,16,113,3,12,70.0,78.31,6.81,91.27,15.38,1
661,35,110,13.07,11,6,94,2,6,66.92,40.9,7.43,93.64,86.32,1
662,39,153,12.21,4,26,94,2,20,32.93,92.47,5.55,89.13,74.38,1
663,30,76,7.16,12,2,91,2,7,44.78,58.62,7.77,44.23,81.31,1
664,29,157,6.44,5,20,76,2,1,64.79,96.89,5.35,41.93,69.95,1
665,45,157,6.94,0,25,120,0,19,80.52,40.59,5.43,72.01,13.38,0
666,33,162,11.42,11,21,119,1,5,69.42,56.51,6.99,83.14,78.11,1
667,49,104,8.02,4,19,61,4,7,85.73,24.76,5.3,65.82,42.15,1
668,41,130,9.55,1,23,111,1,11,24.22,56.56,7.33,80.43,33.07,0
669,21,75,10.95,0,18,70,3,4,58.45,64.15,7.75,67.38,31.86,0
670,37,83,8.53,9,22,98,2,1,77.23,25.53,5.54,61.64,72.09,0
671,30,14,11.47,1,3,73,3,15,62.44,53.26,6.26,83.78,29.52,0
672,40,5,6.35,9,10,88,4,2,26.64,35.28,9.0,81.22,94.0,0
673,34,88,6.47,9,3,66,1,20,74.78,30.04,7.53,78.99,11.54,0
674,22,166,8.58,8,27,19,0,15,43.2,70.31,7.4,41.25,10.02,0
675,33,122,10.48,1,5,5,4,19,74.52,25.08,6.15,49.72,91.92,1
676,30,124,9.66,9,28,51,1,5,64.09,76.69,6.59,78.59,41.1,0
677,47,50,6.91,10,15,32,2,19,59.96,89.59,7.71,29.46,67.62,0
678,45,94,14.32,0,8,81,2,2,98.94,69.55,5.65,38.02,66.04,1
679,45,133,8.2,10,18,93,4,9,43.1,31.94,7.87,38.07,89.57,1
680,48,69,9.67,0,17,37,1,16,48.06,80.62,9.0,62.53,68.11,1
681,47,34,11.82,0,0,63,0,1,90.0,84.87,6.42,93.57,88.76,0
682,36,25,9.99,15,18,111,3,20,78.67,89.7,6.66,61.35,40.56,1
683,47,78,10.41,14,23,21,0,20,76.22,83.42,9.0,67.18,22.98,1
684,44,65,11.36,12,29,54,4,2,37.29,67.27,8.28,38.89,93.39,1
685,45,7,10.14,15,30,108,2,9,72.57,49.21,6.16,65.86,69.16,0
686,27,28,8.39,9,28,73,3,15,33.08,22.69,7.37,33.45,29.19,0
687,27,143,10.68,2,10,76,4,9,25.96,60.83,7.73,92.71,68.92,1
688,23,124,9.92,7,21,2,1,8,21.62,58.35,5.06,29.35,59.83,1
689,42,37,10.0,10,17,26,4,17,95.66,94.39,8.51,48.61,16.69,1
690,25,93,5.0,4,18,53,3,20,89.14,57.17,7.82,80.23,46.7,1
691,38,3,8.96,1,20,57,1,10,33.09,29.99,7.85,22.0,11.06,0
692,22,107,9.77,4,13,16,2,19,88.2,63.87,6.27,41.14,55.12,1
693,26,58,9.75,8,15,52,4,20,76.31,72.06,6.51,92.59,83.35,1
694,49,51,8.83,14,29,57,1,2,57.51,43.5,7.0,32.05,38.96,0
695,33,44,7.62,0,29,31,3,11,76.25,43.32,7.17,55.28,91.28,0
696,36,163,10.1,5,7,93,4,20,45.36,88.0,6.51,82.44,82.32,1
697,25,52,5.0,11,14,35,2,19,91.02,45.45,7.38,32.45,73.4,1
698,48,95,5.0,9,14,70,2,3,41.47,75.84,3.75,34.39,38.37,0
699,47,61,5.66,11,13,97,0,15,42.28,91.72,7.36,67.72,72.11,0
700,44,96,10.27,15,7,93,4,7,41.63,84.28,8.04,42.12,11.3,0
701,21,43,8.11,12,7,59,4,0,82.56,32.45,4.93,49.4,51.65,1
702,24,12,7.13,10,11,101,4,8,38.53,34.5,6.62,55.15,89.78,1
703,47,0,6.5,8,2,108,2,14,68.7,94.16,7.25,69.88,68.72,0
704,48,149,9.5,7,28,81,4,18,72.13,77.01,5.66,38.92,91.25,1
705,38,98,11.38,2,11,62,4,4,54.11,62.99,6.82,21.69,47.75,1
706,28,24,11.14,6,14,117,2,16,52.53,66.16,6.63,41.4,91.25,1
707,22,75,11.08,5,29,88,2,7,51.84,61.09,7.64,80.23,41.76,0
708,35,92,8.55,12,10,49,4,14,52.45,74.36,7.18,77.9,80.4,1
709,41,51,9.58,7,19,107,2,6,26.33,59.03,7.89,43.59,27.18,0
710,50,131,10.2,14,1,110,2,17,25.59,74.21,6.42,24.62,32.95,1
711,39,130,8.47,0,16,63,1,8,83.8,63.03,7.44,43.23,22.33,1
712,33,44,11.99,10,10,37,0,8,49.34,52.22,7.0,76.46,79.98,0
713,28,63,7.64,7,24,74,3,8,53.45,92.88,7.25,94.49,19.02,1
714,40,59,9.02,1,28,89,3,6,54.44,57.38,7.48,60.69,93.17,1
715,23,106,10.28,10,14,11,1,12,53.45,63.73,7.1,61.51,52.19,1
716,21,59,8.58,9,11,21,2,11,53.02,38.22,4.82,53.67,55.66,1
717,43,143,8.96,2,5,19,2,20,59.84,64.33,7.75,61.91,70.1,1
718,34,27,7.56,9,9,47,3,1,22.74,33.63,9.0,31.13,43.9,0
719,43,19,8.49,1,27,83,3,4,68.5,61.9,8.12,21.84,77.21,0
720,29,9,5.0,5,5,57,0,11,60.35,79.52,6.08,74.27,78.51,0
721,48,47,10.9,7,6,33,3,4,92.05,85.89,6.79,71.2,69.56,1
722,32,11,9.13,2,24,49,3,10,34.09,79.47,6.64,48.94,93.48,0
723,48,129,12.38,6,13,15,1,18,22.46,69.4,8.85,77.05,50.86,1
724,32,77,9.75,11,26,54,1,2,38.44,46.21,6.95,21.47,67.07,0
725,48,158,10.14,12,20,46,0,16,92.61,87.71,7.72,56.78,13.15,1
726,36,89,9.64,4,8,46,3,9,84.96,45.56,6.72,53.92,11.37,0
727,30,162,8.83,9,4,16,0,5,70.2,48.51,6.92,44.26,11.97,0
728,46,92,9.15,12,18,44,3,6,99.36,74.93,6.66,77.59,13.44,1
729,48,44,7.45,13,13,44,0,0,76.75,66.89,7.24,46.79,59.05,0
730,42,69,8.52,15,23,104,1,15,72.02,46.32,5.24,45.73,44.91,1
731,47,165,10.38,6,22,77,4,7,93.62,23.93,7.02,63.01,82.56,1
732,24,145,8.32,4,18,42,1,20,24.9,62.05,5.6,89.02,47.47,0
733,28,118,12.69,13,8,94,2,7,82.71,85.93,5.36,74.27,80.78,1
734,49,86,6.2,1,2,77,3,14,27.87,93.34,5.6,79.51,87.77,1
735,33,77,6.2,0,0,62,3,5,24.87,54.31,9.0,49.95,25.7,0
736,44,31,8.25,11,6,116,0,8,24.15,95.38,4.58,31.86,38.77,0
737,24,83,10.01,13,29,29,3,8,31.82,54.25,4.36,34.68,12.37,0
738,49,11,9.46,0,12,19,3,15,88.97,87.14,7.04,74.11,10.5,1
739,34,133,8.19,10,11,13,3,6,33.71,73.41,8.19,65.71,64.7,0
740,35,56,7.14,2,13,22,4,18,82.52,94.46,7.55,40.59,80.05,0
741,44,97,5.18,3,1,42,4,17,47.27,82.8,7.92,34.4,64.26,1
742,45,124,9.26,0,20,9,2,16,74.27,68.62,5.22,32.62,68.98,1
743,48,76,6.26,10,8,89,1,10,68.95,49.88,8.42,72.65,81.04,1
744,23,128,12.94,12,18,64,4,3,58.13,43.69,5.48,93.33,19.17,1
745,46,164,10.66,5,16,112,0,19,32.93,29.47,7.54,77.05,88.84,1
746,21,12,7.93,13,26,70,2,5,85.03,23.11,5.49,85.37,51.22,0
747,40,41,9.04,7,5,62,4,6,47.86,76.82,8.3,47.29,80.83,1
748,36,80,8.27,5,12,12,1,0,31.62,45.3,6.43,49.79,58.56,0
749,24,25,11.67,6,10,114,0,20,88.73,38.27,7.08,36.51,27.1,0
750,36,103,11.71,6,5,66,4,11,22.44,30.54,7.37,51.72,53.96,1
751,44,33,10.37,14,0,13,4,17,79.82,55.29,7.89,75.02,63.13,1
752,39,20,9.81,7,27,18,4,9,76.17,61.06,6.53,26.47,89.61,1
753,24,161,11.75,2,6,42,1,16,83.97,54.62,7.43,56.98,32.58,1
754,35,111,10.25,0,26,48,3,18,71.51,64.05,6.28,52.11,84.82,1
755,21,165,8.82,10,25,120,3,16,39.57,79.69,7.59,59.06,32.83,1
756,46,47,11.98,12,26,18,3,9,35.87,96.93,9.0,50.83,40.19,1
757,29,124,9.94,9,11,34,1,19,59.69,33.53,7.66,29.46,89.27,1
758,25,161,11.16,8,5,18,2,13,49.48,96.8,7.38,32.91,33.03,1
759,41,134,8.08,13,10,17,4,19,35.99,38.55,6.93,79.85,57.87,1
760,29,117,8.85,9,16,56,1,8,77.67,78.28,7.52,27.0,72.8,1
761,40,175,10.44,14,14,71,3,13,90.02,60.98,9.0,50.33,23.77,1
762,23,68,9.41,9,8,33,4,2,70.51,67.72,6.39,38.52,77.14,0
763,32,98,5.91,3,21,107,2,10,52.21,91.22,6.04,48.8,72.63,0
764,48,150,8.87,15,2,42,2,7,21.51,28.04,9.0,45.11,69.12,1
765,23,46,8.86,1,30,60,4,13,41.49,62.75,9.0,82.45,44.16,0
766,49,174,9.75,13,18,90,3,5,33.52,81.99,6.84,58.02,68.43,1
767,35,119,6.9,15,25,14,1,7,61.75,73.1,5.83,48.58,71.15,0
768,44,16,7.04,14,3,70,4,3,95.43,77.72,7.84,81.52,44.35,1
769,24,113,14.89,1,0,21,0,4,90.06,84.11,7.87,90.76,18.37,0
770,47,71,5.52,7,4,62,1,1,78.54,33.18,5.45,46.24,70.21,0
771,45,41,7.17,7,30,81,2,12,78.03,36.77,7.15,86.35,62.38,0
772,37,69,8.43,2,6,50,0,10,62.41,31.02,8.68,33.06,60.17,0
773,26,109,11.6,10,24,9,2,15,99.87,80.19,5.74,84.79,65.35,1
774,21,89,8.32,11,20,58,0,11,34.37,78.8,6.84,61.0,70.29,0
775,44,59,15.55,13,20,32,1,15,70.62,89.03,7.65,25.99,76.13,1
776,39,109,8.38,10,17,109,3,16,34.26,98.92,7.96,23.53,84.72,1
777,36,66,6.54,4,20,101,0,6,20.65,20.74,8.51,54.54,51.51,0
778,37,158,5.47,9,16,86,0,20,24.34,67.73,7.31,23.95,15.04,1
779,27,28,9.56,1,15,94,4,6,93.95,63.93,7.94,63.72,44.14,1
780,46,19,8.03,1,4,82,3,6,48.34,72.93,9.0,32.35,22.64,0
781,36,109,12.0,15,22,84,4,14,68.11,65.01,6.04,30.1,22.83,1
782,42,149,9.41,15,26,120,3,9,50.42,89.7,5.52,71.28,11.67,1
783,21,131,11.73,8,29,115,4,3,42.59,86.82,6.93,43.76,71.63,1
784,25,6,5.65,2,0,9,1,12,75.1,73.68,6.48,26.18,10.23,0
785,40,15,13.54,3,23,111,4,12,34.33,71.77,7.06,54.82,52.1,1
786,41,167,8.82,4,26,82,3,16,50.24,57.09,7.25,41.62,23.63,1
787,31,76,8.14,0,16,61,2,19,57.55,77.63,6.05,59.71,43.62,1
788,27,90,5.83,5,20,90,3,12,91.27,27.56,8.22,51.38,47.47,1
789,29,77,6.5,15,6,119,3,11,32.75,23.53,7.45,49.55,45.39,1
790,39,46,8.62,0,2,91,1,17,71.0,71.62,9.0,64.01,80.79,1
791,28,158,10.55,10,11,90,0,3,59.69,85.98,5.55,50.16,18.7,0
792,38,174,6.74,0,29,10,2,20,52.43,46.98,6.15,58.31,48.68,1
793,44,39,7.66,5,15,18,0,5,41.03,50.04,9.0,57.33,39.16,0
794,29,38,6.14,7,28,118,1,6,72.3,81.91,6.97,35.4,72.66,1
795,37,44,9.74,10,26,65,1,16,76.51,43.24,6.72,32.39,88.32,0
796,39,175,7.86,8,12,101,2,2,84.24,54.17,5.65,88.51,33.42,1
797,25,2,9.37,7,17,35,0,7,45.73,30.57,7.9,48.23,67.14,0
798,27,52,11.99,4,22,97,3,13,58.29,75.93,6.75,87.66,87.98,1
799,23,65,7.67,3,26,3,0,16,79.57,23.8,5.17,36.45,70.03,0
800,33,82,11.95,12,26,26,4,3,66.4,95.84,7.02,44.67,53.21,1
801,37,131,10.89,12,2,90,1,17,53.01,40.52,6.34,20.76,33.36,1
802,35,49,7.48,13,20,26,2,18,38.48,79.48,8.65,78.55,28.28,0
803,40,119,7.85,5,15,46,3,16,89.21,60.0,8.34,30.57,28.52,1
804,46,140,12.7,1,4,6,4,18,41.75,33.58,8.13,54.67,70.7,1
805,25,109,8.06,7,24,26,3,3,31.07,79.85,5.84,55.22,76.55,1
806,43,170,11.91,4,8,3,3,11,88.15,74.72,8.07,79.43,36.08,1
807,33,104,8.61,3,1,99,1,11,66.02,98.82,7.66,38.56,16.77,1
808,41,58,7.8,6,8,12,0,14,90.77,37.16,8.56,93.95,25.34,0
809,38,112,6.97,10,23,19,1,7,40.54,22.79,6.39,50.77,19.06,0
810,38,147,8.81,8,3,117,2,7,60.17,21.6,7.14,21.12,32.49,0
811,50,83,10.51,8,4,63,2,3,38.95,82.09,7.16,92.86,49.64,0
812,23,134,5.47,9,12,68,1,10,40.76,72.91,7.81,77.37,11.88,0
813,46,3,10.73,12,9,85,2,19,90.57,65.99,5.43,49.85,40.97,1
814,42,116,12.08,3,13,13,0,15,39.6,78.38,7.41,94.37,34.99,0
815,41,62,8.54,0,8,55,2,17,23.48,92.32,5.87,59.57,72.55,0
816,33,118,11.2,5,4,101,0,0,64.77,73.24,5.36,22.59,34.49,1
817,31,91,10.32,5,21,66,3,12,59.7,53.47,5.9,78.39,72.42,1
818,26,126,9.58,5,4,48,2,15,49.6,42.32,7.26,36.16,27.03,0
819,44,17,10.26,3,15,77,1,8,37.62,88.98,7.92,75.7,45.22,0
820,46,31,7.52,5,2,57,3,15,66.39,49.61,6.78,31.24,32.44,1
821,32,16,10.49,15,12,85,0,7,61.75,70.96,6.71,37.57,59.21,1
822,36,158,11.13,3,11,33,0,6,38.2,20.25,6.22,55.46,67.56,0
823,27,44,6.94,15,23,24,3,12,43.15,40.28,7.73,44.82,32.93,0
824,35,93,10.09,9,18,47,1,19,83.77,55.43,8.38,80.12,77.3,1
825,39,81,7.79,1,23,38,3,20,77.24,28.77,9.0,76.22,21.55,0
826,23,161,8.52,4,21,31,2,3,66.36,73.21,7.71,65.62,28.7,0
827,35,46,5.13,9,14,29,3,16,88.61,91.8,6.34,91.0,43.79,0
828,24,113,6.47,4,15,14,2,18,89.26,22.57,8.51,76.96,85.32,1
829,24,45,9.08,10,23,118,4,20,97.28,68.33,4.49,76.19,89.59,1
830,47,143,9.06,8,12,87,3,16,98.05,69.3,6.21,77.75,83.67,1
831,26,80,8.23,9,30,72,2,13,38.57,20.08,6.4,76.79,93.74,1
832,25,54,11.72,4,19,24,3,1,47.28,35.02,9.0,29.11,61.73,1
833,47,172,11.63,12,19,66,2,14,85.47,99.23,8.34,34.41,17.37,1
834,27,161,8.26,10,6,3,0,1,67.07,64.56,6.95,22.4,62.05,1
835,34,80,11.98,0,15,40,3,11,87.76,86.23,6.42,48.71,60.08,1
836,37,115,10.61,6,1,72,4,19,37.81,40.9,4.58,32.57,32.34,1
837,39,86,9.13,1,6,113,1,5,93.27,96.65,6.7,20.79,94.18,1
838,31,126,11.75,14,12,56,1,13,21.25,71.68,5.36,28.07,47.41,1
839,29,3,11.23,13,23,31,1,12,57.54,93.97,7.51,49.82,63.12,1
840,47,119,10.34,8,19,68,4,17,34.19,58.2,3.5,60.41,31.9,0
841,42,143,6.89,2,19,93,1,11,52.93,61.5,6.77,22.52,67.33,0
842,28,24,5.0,1,18,73,0,12,39.39,34.75,9.0,74.57,67.74,0
843,27,107,9.92,6,3,35,2,14,89.98,33.64,6.65,30.22,63.58,1
844,31,180,9.74,4,20,27,2,18,77.32,67.83,7.57,52.06,91.77,1
845,28,138,11.65,12,20,52,0,5,74.47,91.78,8.01,86.81,93.0,1
846,40,160,12.83,12,17,79,1,2,39.06,90.01,7.4,55.47,67.13,1
847,38,64,9.18,4,7,27,2,2,83.97,66.45,4.94,77.98,38.28,0
848,32,105,10.56,12,30,44,2,3,78.09,60.79,7.45,27.44,81.32,1
849,22,84,10.32,1,22,56,2,10,41.69,44.34,6.82,58.59,70.64,0
850,50,41,8.01,2,4,58,4,8,93.78,58.42,8.33,47.03,46.59,1
851,46,57,10.33,3,24,77,0,7,54.23,27.89,6.77,66.43,22.21,0
852,33,11,9.02,5,1,53,2,3,63.53,32.35,8.01,80.46,33.74,0
853,50,65,6.93,1,8,113,4,15,24.28,76.74,9.0,59.91,50.62,1
854,43,76,7.04,5,20,49,0,5,35.98,39.38,5.26,56.85,84.16,0
855,50,59,7.35,1,18,111,3,14,93.37,99.86,7.19,78.54,34.38,1
856,29,93,7.77,8,25,36,0,1,89.88,38.17,7.0,59.85,27.11,0
857,40,122,8.65,8,2,69,1,7,28.03,70.7,8.89,86.01,85.46,0
858,26,143,11.24,11,20,92,0,5,60.26,57.18,7.0,33.38,53.61,1
859,46,114,10.36,15,9,112,0,10,91.48,35.53,7.79,29.78,92.93,1
860,38,148,11.0,7,11,116,1,9,46.64,52.0,9.0,41.51,92.39,1
861,45,161,11.41,11,21,43,1,7,32.32,83.5,6.52,78.89,30.17,1
862,24,44,8.71,1,27,26,3,5,34.99,55.86,5.02,78.57,81.44,0
863,40,42,8.26,3,3,45,0,13,57.75,92.63,8.25,47.24,34.41,0
864,27,143,9.1,9,5,59,1,7,41.21,40.43,7.68,23.62,10.09,1
865,32,86,10.27,9,29,74,1,13,40.14,49.63,6.57,21.52,54.54,1
866,29,71,10.35,6,7,54,2,14,34.33,28.26,6.89,66.74,81.45,0
867,45,82,8.62,9,16,118,3,18,58.98,48.43,5.27,38.86,69.05,1
868,50,112,10.59,10,23,58,1,11,70.21,45.75,6.36,65.91,24.16,0
869,22,172,13.64,13,16,68,2,8,45.44,83.7,5.97,52.38,48.5,1
870,44,54,9.22,8,25,49,4,8,82.42,46.41,7.74,84.6,29.03,0
871,48,39,9.43,13,11,91,4,20,23.45,65.92,7.23,84.01,43.84,1
872,41,144,7.7,8,18,18,0,4,85.56,86.02,5.67,69.41,62.97,0
873,29,82,8.55,3,18,62,2,6,25.84,50.26,5.57,73.25,11.7,0
874,28,94,10.58,9,30,38,4,8,76.41,88.02,7.9,64.27,63.55,1
875,34,37,7.83,7,13,43,3,13,88.49,42.97,6.22,33.78,42.2,0
876,32,116,13.02,5,2,111,3,18,67.5,71.17,6.54,45.1,25.63,1
877,24,1,9.19,9,17,9,0,12,46.02,93.87,6.21,51.3,91.84,0
878,39,90,9.63,8,4,37,2,19,51.78,36.97,6.73,28.23,58.71,1
879,40,14,5.81,5,21,118,3,17,66.33,69.38,6.0,50.39,35.87,1
880,45,104,9.91,5,26,31,0,3,41.24,65.75,6.93,90.88,28.23,0
881,38,21,9.47,4,14,52,3,19,63.28,41.97,8.4,74.8,80.76,1
882,34,1,10.86,15,12,27,0,6,20.27,39.62,6.31,88.17,28.28,0
883,49,80,9.9,3,11,39,0,8,96.35,39.79,7.39,74.87,47.35,0
884,37,172,5.33,1,23,60,3,9,30.26,37.97,7.26,25.36,12.76,1
885,43,155,8.65,13,4,19,1,2,72.97,29.29,6.89,61.63,34.41,0
886,35,31,7.75,1,13,65,1,19,91.03,75.5,5.05,54.18,25.05,0
887,24,70,10.98,11,22,43,1,18,58.57,82.66,6.54,30.88,51.83,1
888,21,105,6.0,15,7,56,4,7,66.37,90.17,6.83,21.15,46.25,1
889,30,156,10.95,9,20,110,2,20,23.6,34.88,6.0,90.09,93.03,1
890,48,80,10.7,0,4,70,1,1,67.79,57.8,6.29,35.17,28.18,1
891,26,14,11.1,12,11,42,1,2,45.4,48.86,5.99,70.2,63.77,0
892,30,149,8.54,12,30,73,4,4,76.58,73.73,7.71,38.93,11.58,1
893,25,112,6.82,15,15,11,1,14,98.91,27.09,9.0,41.85,41.65,1
894,25,138,11.77,9,24,35,2,4,76.45,66.19,7.4,35.13,46.53,1
895,22,3,9.78,5,24,68,0,12,88.15,61.94,6.12,37.17,20.34,0
896,34,15,7.52,13,8,111,4,14,58.02,88.37,8.31,41.87,20.95,1
897,40,79,10.86,1,14,14,1,8,88.59,28.36,7.25,53.7,34.4,0
898,24,78,8.25,2,21,34,0,11,28.65,60.52,4.29,24.94,62.88,0
899,37,134,9.95,4,2,83,4,11,52.41,96.96,6.7,26.11,47.05,1
900,40,171,11.5,2,18,120,3,0,85.54,26.39,6.48,65.92,23.0,1
901,37,73,8.18,8,18,88,0,9,83.19,72.5,6.63,65.66,45.0,0
902,25,74,7.46,6,10,13,3,7,43.51,40.31,7.8,24.52,16.93,1
903,32,141,9.95,13,17,31,3,15,80.01,37.18,6.96,82.59,45.72,1
904,49,54,9.42,2,7,40,2,6,24.49,67.31,6.93,20.22,30.64,1
905,29,86,6.73,2,10,50,2,2,92.47,98.53,5.47,46.26,32.15,0
906,45,74,9.4,2,27,1,2,4,76.19,64.57,6.47,59.28,51.26,0
907,31,61,6.74,1,29,38,3,9,31.24,51.15,6.5,50.87,23.49,0
908,24,69,6.93,13,8,21,3,7,92.49,30.46,5.12,80.1,15.97,0
909,28,8,9.71,6,7,111,2,14,61.43,91.26,5.57,64.11,87.99,1
910,31,78,15.1,9,10,87,2,2,99.49,27.37,7.59,49.64,49.64,1
911,41,28,8.68,14,22,50,3,19,25.73,76.5,7.81,22.55,81.61,1
912,27,146,8.85,11,30,65,2,12,53.44,26.85,6.69,67.28,55.04,1
913,32,165,12.49,14,28,120,0,1,56.89,44.89,7.8,56.78,75.68,1
914,33,95,7.75,0,4,82,1,9,55.95,53.78,6.16,28.11,31.39,0
915,48,124,9.24,10,16,32,4,3,97.28,97.08,4.48,53.28,77.58,1
916,27,157,8.41,12,26,63,3,2,46.36,50.53,8.77,49.4,86.92,1
917,22,18,13.1,12,6,105,3,13,46.58,57.64,6.17,43.59,69.52,1
918,24,143,10.54,3,23,6,0,5,45.49,52.79,6.76,87.33,54.15,0
919,47,137,6.55,7,11,57,4,4,29.19,96.52,6.66,47.62,64.93,1
920,32,77,11.68,5,0,86,1,10,45.92,74.31,5.56,43.24,86.5,1
921,44,95,8.27,11,18,22,0,20,32.96,79.16,9.0,52.52,30.37,0
922,35,156,9.87,1,12,68,0,3,40.18,45.98,7.6,44.68,55.39,1
923,37,50,7.27,14,0,88,3,9,64.93,67.45,6.96,47.92,33.8,0
924,34,146,7.9,14,8,100,4,6,66.71,73.7,5.53,68.01,61.65,1
925,32,47,9.34,11,5,47,3,20,46.17,59.04,6.28,90.59,29.31,1
926,42,81,5.87,13,4,31,2,15,99.84,34.45,6.38,24.27,14.46,1
927,38,167,8.66,12,17,90,3,7,41.69,43.74,7.41,83.15,10.88,0
928,47,176,12.25,0,6,29,2,12,34.94,60.82,8.27,54.69,33.75,1
929,23,61,8.85,2,27,91,4,5,57.95,48.09,7.11,47.08,82.44,1
930,41,38,9.86,6,30,30,4,0,49.28,86.34,6.49,81.58,56.4,0
931,47,157,10.06,10,12,78,4,15,41.16,31.99,7.37,26.75,57.89,1
932,35,155,7.04,2,6,62,1,13,31.79,75.54,7.33,36.67,14.54,1
933,40,81,9.25,2,21,53,4,1,64.31,78.46,6.39,23.18,10.95,0
934,29,53,8.75,0,1,4,3,1,77.96,71.61,5.82,90.88,93.95,0
935,34,148,10.27,4,15,40,1,7,87.06,78.5,7.97,69.83,21.11,1
936,37,30,10.28,12,4,105,0,1,45.1,55.41,6.1,62.44,36.58,0
937,47,17,8.44,9,9,104,3,15,89.73,49.05,8.26,91.37,90.44,1
938,42,164,8.4,0,9,49,3,14,67.81,83.94,7.16,64.23,75.38,1
939,38,131,7.68,14,2,47,0,13,98.51,47.96,8.59,89.13,89.3,1
940,46,139,7.73,3,16,14,2,11,38.22,35.95,8.83,65.38,68.53,0
941,41,0,7.79,3,29,31,1,18,69.11,44.93,6.97,94.29,47.83,0
942,46,130,9.65,6,19,109,0,6,56.21,90.5,8.4,64.27,26.31,0
943,50,72,5.0,13,25,68,0,0,53.27,44.43,7.18,89.42,41.93,0
944,35,84,12.22,9,0,46,2,19,75.58,26.37,8.91,71.32,41.44,1
945,50,59,11.08,12,17,113,0,0,60.62,59.67,6.31,89.78,85.65,0
946,39,132,10.94,1,6,67,0,2,91.68,53.17,7.51,21.87,43.96,0
947,28,141,8.66,13,11,98,4,0,39.02,26.5,5.93,67.04,38.59,1
948,43,76,9.08,6,9,80,2,19,37.24,99.88,9.0,33.7,61.84,1
949,27,155,10.85,14,3,92,4,10,63.38,91.13,6.38,70.67,31.22,1
950,46,52,9.21,12,22,57,1,20,82.96,63.68,6.22,49.89,33.01,1
951,41,128,11.09,5,25,46,0,8,60.22,69.7,7.05,20.27,89.15,1
952,34,123,5.69,2,6,71,3,4,88.37,74.87,7.14,76.74,19.4,0
953,44,14,7.75,2,21,106,3,11,60.51,67.53,8.42,73.11,80.78,1
954,35,11,8.54,0,19,50,0,15,23.44,29.74,7.23,73.4,81.57,0
955,40,13,9.3,4,17,117,3,7,45.35,46.84,8.92,45.3,20.44,0
956,21,14,7.44,14,20,46,1,6,77.94,49.31,4.89,57.16,52.64,0
957,46,134,11.61,1,14,52,4,3,62.04,62.27,6.06,92.11,37.27,1
958,24,74,8.82,1,9,113,4,15,30.34,45.47,7.15,86.84,64.05,1
959,39,85,9.39,9,4,62,0,2,37.4,94.3,7.23,43.03,43.86,0
960,21,24,11.07,3,23,95,1,6,65.84,56.67,6.66,53.75,59.62,0
961,28,74,9.87,11,12,58,0,0,98.89,85.69,7.96,52.62,71.82,0
962,27,73,8.43,3,24,114,2,9,50.5,60.08,6.24,32.64,48.75,1
963,29,142,10.44,11,26,58,0,13,82.54,48.43,4.31,63.07,80.81,1
964,21,144,8.17,15,17,98,2,16,66.3,49.14,7.76,41.17,79.1,1
965,26,121,8.26,13,11,26,0,4,65.66,81.77,7.28,89.6,32.2,0
966,40,26,5.0,13,20,44,2,16,98.76,64.56,5.49,48.66,60.52,1
967,44,150,7.44,2,16,28,1,15,50.72,41.5,6.25,68.9,21.45,1
968,32,25,9.22,9,28,92,2,19,65.77,65.55,5.46,75.88,20.8,0
969,26,10,7.13,4,20,85,1,20,84.42,41.96,7.81,85.92,80.84,0
970,48,48,10.53,0,5,83,3,0,23.06,32.98,7.41,22.75,46.49,0
971,41,96,9.4,1,21,47,1,8,61.38,25.95,3.97,81.24,83.82,0
972,23,144,13.12,1,27,27,3,16,61.15,83.88,6.55,36.44,35.95,1
973,37,19,11.1,4,23,108,0,19,66.31,54.39,8.21,68.12,79.55,0
974,32,159,6.33,14,10,106,1,3,82.42,43.25,8.11,87.19,59.13,0
975,49,18,10.0,2,19,70,2,6,80.52,54.73,6.05,61.89,79.4,0
976,40,175,6.67,3,28,112,3,5,66.93,92.76,7.62,29.8,30.59,1
977,34,21,8.88,1,29,106,1,13,87.13,79.18,6.31,85.3,63.89,0
978,28,7,10.39,9,16,102,0,15,48.91,70.08,7.62,91.56,86.7,0
979,38,12,11.78,10,5,62,0,0,21.19,84.73,4.59,90.38,77.09,0
980,50,89,8.66,3,15,67,0,4,57.43,22.66,6.26,86.48,33.37,0
981,22,179,5.99,12,3,7,2,8,28.89,39.51,6.94,42.34,57.63,1
982,35,152,7.08,6,8,17,4,12,25.36,91.66,6.13,24.88,92.86,1
983,33,124,12.37,2,18,76,3,14,54.39,20.88,6.17,89.49,61.28,1
984,49,101,8.05,6,20,25,3,12,89.67,20.33,6.97,37.9,68.64,1
985,37,159,6.6,3,25,42,4,9,58.75,27.27,6.49,29.67,30.37,1
986,33,13,10.99,11,7,117,1,15,30.53,23.94,8.06,83.48,67.67,1
987,40,156,10.74,10,4,37,2,0,35.7,63.85,7.03,53.98,84.61,1
988,30,48,8.11,0,17,66,0,3,87.32,54.49,6.55,72.15,78.64,0
989,48,118,9.02,7,21,85,4,5,77.91,52.94,6.82,21.43,12.9,1
990,22,12,9.98,5,15,7,1,19,26.4,39.39,7.19,89.6,46.44,0
